casename,judge_name,girls,any_girls,progressive_vote,republican,age,catholic,woman,african,hispanic,child,femplaintiff,area,religion,race,circuit,year
Ocheltree v. Scollon Prods.,"Niemeyer, Paul V.",0,0,0,1,49,0,0,0,0,3,1,employment,2,1,4,2002
Corti v. Storage Tech. Corp.,"Niemeyer, Paul V.",0,0,1,1,49,0,0,0,0,3,1,employment,2,1,4,2002
Edelman v. Lynchburg College,"Wilkins, William W.",2,1,1,1,44,0,0,0,0,3,0,employment,3,1,4,2002
Veney v. Wyche,"Widener, Hiram Emory, Jr.",1,1,0,1,49,0,0,0,0,2,0,equal protection,7,1,4,2002
Dugan v. Albemarle County Sch. Bd.,"Niemeyer, Paul V.",0,0,0,1,49,0,0,0,0,3,1,employment,2,1,4,2002
"Dennis v. Columbia Colleton Med. Ctr., Inc.","Williams, Karen J.",2,1,0,1,41,0,1,0,0,4,1,employment,3,1,4,2002
"Bryant v. Bell Atl. Md., Inc.","Widener, Hiram Emory, Jr.",1,1,0,1,49,0,0,0,0,2,0,employment,7,1,4,2002
Knussman v. Maryland,"Williams, Karen J.",2,1,1,1,41,0,1,0,0,4,0,employment,3,1,4,2001
"MicroStrategy, Inc. v. Lauricia","Widener, Hiram Emory, Jr.",1,1,0,1,49,0,0,0,0,2,1,employment,7,1,4,2001
Montgomery v. Maryland,"Wilkinson, J. Harvie, III",1,1,0,1,40,0,0,0,0,2,1,employment,2,1,4,2001
Baynard v. Malone,"Wilkins, William W.",2,1,1,1,44,0,0,0,0,3,0,Title IX,3,1,4,2001
Lizzi v. Alexander,"Wilkinson, J. Harvie, III",1,1,0,1,40,0,0,0,0,2,0,employment,2,1,4,2001
Safrit v. Cone Mills Corp.,"Wilkinson, J. Harvie, III",1,1,0,1,40,0,0,0,0,2,1,employment,2,1,4,2001
EEOC v. R&R Ventures,"Wilkinson, J. Harvie, III",1,1,1,1,40,0,0,0,0,2,1,employment,2,1,4,2001
Gunten v. Maryland,"Williams, Karen J.",2,1,0,1,41,0,1,0,0,4,1,employment,3,1,4,2001
"Lack v. Wal-Mart Stores, Inc.","Williams, Karen J.",2,1,0,1,41,0,1,0,0,4,0,employment,3,1,4,2001
Barrett v. Applied Radiant Energy Corp.,"Wilkinson, J. Harvie, III",1,1,1,1,40,0,0,0,0,2,1,employment,2,1,4,2001
Edelman v. Lynchburg College,"Wilkins, William W.",2,1,0,1,44,0,0,0,0,3,1,employment,3,1,4,2000
"Conner v. Schrader-Bridgeport Int'l, Inc.","Motz, Diana Gribbon",1,1,1,0,NA,1,1,0,0,2,1,employment,4,1,4,2000
"Butters v. Vance Int'l, Inc.","Wilkinson, J. Harvie, III",1,1,0,1,40,0,0,0,0,2,1,employment,2,1,4,2000
Chris v. Tenet,"Widener, Hiram Emory, Jr.",1,1,0,1,49,0,0,0,0,2,1,employment,7,1,4,2000
Puryear v. County of Roanoke,"Wilkins, William W.",2,1,1,1,44,0,0,0,0,3,1,employment,3,1,4,2000
EEOC v. Roman Catholic Diocese,"Wilkinson, J. Harvie, III",1,1,0,1,40,0,0,0,0,2,1,employment,2,1,4,2000
Smith v. First Union Nat'l Bank,"Murnaghan, Francis D.",2,1,1,0,59,1,0,0,0,3,1,employment,4,1,4,2000
Taylor v. Virginia Union Univ.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,4,1999
Mikels v. City of Durham,"Williams, Karen J.",2,1,0,1,41,0,1,0,0,4,1,employment,3,1,4,1999
Davis v. Virginia Commonwealth Univ.,"Widener, Hiram Emory, Jr.",1,1,1,1,49,0,0,0,0,2,1,employment,7,1,4,1999
Brinkley v. Harbour Rec. Club,"Wilkinson, J. Harvie, III",1,1,0,1,40,0,0,0,0,2,1,employment,2,1,4,1999
United States v. North Carolina,"Wilkins, William W.",2,1,1,1,44,0,0,0,0,3,1,employment,3,1,4,1999
"Hooters of Am., Inc. v. Phillips","Wilkinson, J. Harvie, III",1,1,1,1,40,0,0,0,0,2,1,employment,2,1,4,1999
Glover v. South Carolina Law Enforcement Div.,"Wilkinson, J. Harvie, III",1,1,1,1,40,0,0,0,0,2,1,employment,2,1,4,1999
Owen v. Carpenters' Dist. Council,"Widener, Hiram Emory, Jr.",1,1,1,1,49,0,0,0,0,2,1,employment,7,1,4,1998
Brown v. McLean,"Wilkinson, J. Harvie, III",1,1,1,1,40,0,0,0,0,2,0,employment,2,1,4,1998
Bender v. Suburban Hosp.,"Niemeyer, Paul V.",0,0,0,1,49,0,0,0,0,3,1,employment,2,1,4,1998
Tinsley v. First Union Nat'l Bank,"Murnaghan, Francis D.",2,1,0,0,59,1,0,0,0,3,1,employment,4,1,4,1998
In re Board of County Supervisors,"Ervin, Samuel J., III",2,1,1,0,54,0,0,0,0,4,1,employment,7,1,4,1998
Childress v. City of Richmond,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,employment,NA,NA,4,1998
"DeJarnette v. Corning, Inc.","Murnaghan, Francis D.",2,1,1,0,59,1,0,0,0,3,1,pregnancy,4,1,4,1998
Munday v. Waste Mgmt. of N. Am.,"Widener, Hiram Emory, Jr.",1,1,1,1,49,0,0,0,0,2,1,employment,7,1,4,1997
Hartsell v. Duplex Prods.,"Wilkinson, J. Harvie, III",1,1,0,1,40,0,0,0,0,2,1,employment,2,1,4,1997
Volvo GM Heavy Truck Corp. v. United States DOL,"Murnaghan, Francis D.",2,1,1,0,59,1,0,0,0,3,1,employment,4,1,4,1997
In re Lowe,"Murnaghan, Francis D.",2,1,1,0,59,1,0,0,0,3,1,employment,4,1,4,1996
Jakubiak v. Perry,"Wilkins, William W.",2,1,1,1,44,0,0,0,0,3,0,employment,3,1,4,1996
Wrightson v. Pizza Hut of Am.,"Murnaghan, Francis D.",2,1,0,0,59,1,0,0,0,3,0,employment,4,1,4,1996
Alexander v. Estepp,"Wilkinson, J. Harvie, III",1,1,0,1,40,0,0,0,0,2,0,employment,2,1,4,1996
Becerra v. Dalton,"Russell, Donald Stuart",1,1,0,1,65,0,0,0,0,4,0,employment,10,1,4,1996
Hetzel v. County of Prince William,"Ervin, Samuel J., III",2,1,0,0,54,0,0,0,0,4,1,employment,7,1,4,1996
Sheppard v. Riverview Nursing Ctr.,"Wilkinson, J. Harvie, III",1,1,1,1,40,0,0,0,0,2,1,employment,2,1,4,1996
Veney v. Wyche,"Widener, Hiram Emory, Jr.",1,1,0,1,49,0,0,0,0,2,0,equal protection,7,1,4,2002
Knussman v. Maryland,"Williams, Karen J.",2,1,1,1,41,0,1,0,0,4,0,equal protection,3,1,4,2001
Mikels v. City of Durham,"Williams, Karen J.",2,1,0,1,41,0,1,0,0,4,1,employment,3,1,4,1999
Brzonkala v. Va. Polytechnic Inst. & State Univ.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,equal protection,NA,NA,4,1999
Brzonkala v. Va. Polytechnic Inst. & State Univ.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,equal protection,NA,NA,4,1999
Brzonkala v. Va. Polytechnic Inst. & State Univ.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,equal protection,NA,NA,4,1999
Brzonkala v. Va. Polytechnic Inst. & State Univ.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,equal protection,NA,NA,4,1999
United States v. Jones,"Widener, Hiram Emory, Jr.",1,1,0,1,49,0,0,0,0,2,1,equal protection,7,1,4,1998
Brzonkala v. Virginia Polytechnic Inst. & State Univ.,"Hall, Kenneth K.",0,0,1,1,58,0,0,0,0,1,1,equal protection,3,1,4,1997
"Greenville Women's Clinic v. Comm'r, S.C. Dep't of Health","Niemeyer, Paul V.",0,0,0,1,49,0,0,0,0,3,1,abortion,2,1,4,2002
Greenville Women's Clinic v. Bryant,"Niemeyer, Paul V.",0,0,0,1,49,0,0,0,0,3,1,abortion,2,1,4,2000
Planned Parenthood v. Camblos,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,abortion,NA,NA,4,1998
Manning v. Hunt,"Murnaghan, Francis D.",2,1,0,0,59,1,0,0,0,3,1,abortion,4,1,4,1997
"DeJarnette v. Corning, Inc.","Murnaghan, Francis D.",2,1,1,0,59,1,0,0,0,3,1,pregnancy,4,1,4,1998
Hatley v. Hilton Hotels Corp.,"Smith, Jerry",1,1,1,1,41,0,0,0,0,2,1,employment,10,1,5,2002
Guillory v. Cain,"Higginbotham, Patrick E.",2,1,0,1,44,0,0,0,0,2,0,due process,10,1,5,2002
"La Day v. Catalyst Tech., Inc.","Davis, W. Eugene",NA,NA,1,1,47,NA,0,0,0,NA,0,employment,NA,1,5,2002
Thomas v. Tex. Dep't of Crim. Justice,"Reavley, Thomas M.",2,1,1,0,58,0,0,0,0,4,1,employment,10,1,5,2002
Gee v. Principi,"Garza, Emilio M.",0,0,0,1,44,1,0,0,1,0,1,employment,4,3,5,2002
Green v. Adm'Rs of the Tulane Educ. Fund,"Higginbotham, Patrick E.",2,1,1,1,44,0,0,0,0,2,1,employment,10,1,5,2002
Tollett v. City of Kemah,"Davis, W. Eugene",NA,NA,1,1,47,NA,0,0,0,NA,1,employment,NA,1,5,2002
Stout v. Baxter Healthcare Corp.,"Garwood, William L.",1,1,0,1,50,0,0,0,0,2,1,pregnancy,2,1,5,2002
Shafer v. Army & Air Force Exch. Serv.,"Baldock, Bobby R.",0,0,0,1,49,0,0,0,0,2,1,employment,3,1,5,2002
Vance v. Union Planters Corp.,"Jones, Edith H.",0,0,0,1,36,0,1,0,0,3,1,employment,7,1,5,2002
Montemayor v. City of San Antonio,"Jolly, E. Grady",NA,NA,1,1,45,NA,0,0,0,NA,1,employment,NA,1,5,2001
"Woods v. Delta Bev. Group, Inc.","DeMoss, Harold R., Jr.",1,1,0,1,61,0,0,0,0,2,1,employment,2,1,5,2001
Fierros v. Tex. Dep't of Health,"King, Carolyn Dineen",0,0,1,0,NA,NA,1,NA,NA,3,1,employment,NA,NA,5,2001
"Wieburg v. GTE Southwest, Inc.","Jolly, E. Grady",NA,NA,1,1,45,NA,0,0,0,NA,1,employment,NA,1,5,2001
Wallace v. Methodist Hosp. Sys.,"Garza, Emilio M.",0,0,0,1,44,1,0,0,1,0,1,pregnancy,4,3,5,2001
EEOC v. S. Farm Bureau Cas. Ins. Co.,"Garwood, William L.",1,1,0,1,50,0,0,0,0,2,1,employment,2,1,5,2001
Mato v. Baldauf,"Garwood, William L.",1,1,0,1,50,0,0,0,0,2,1,employment,2,1,5,2001
Siler-Khodr v. Univ. of Tex. Health Sci. Ctr. San Antonio,"Politz, Henry A.",NA,NA,1,0,47,1,0,0,0,11,1,employment,4,1,5,2001
Rios v. Rossotti,"King, Carolyn Dineen",0,0,0,0,NA,NA,1,NA,NA,3,1,employment,NA,NA,5,2001
Shipp v. McMahon,"Politz, Henry A.",NA,NA,0,0,47,1,0,0,0,11,1,equal protection,4,1,5,2000
Meister v. Tex. Adjutant General's Dep't,"Jolly, E. Grady",NA,NA,1,1,45,NA,0,0,0,NA,1,employment,NA,1,5,2000
Kennedy v. Tangipahoa Parish Library Bd. of Control,"Barksdale, Rhesa H.",0,0,1,1,46,0,0,0,0,0,1,employment,2,1,5,2000
Thomas v. Texas Dep't of Crim. Justice,"King, Carolyn Dineen",0,0,1,0,NA,NA,1,NA,NA,3,1,employment,NA,NA,5,2000
Williams v. Trader Publ'g Co.,"Jones, Edith H.",0,0,1,1,36,0,1,0,0,3,1,employment,7,1,5,2000
Yates v. Stalder,"Garwood, William L.",1,1,1,1,50,0,0,0,0,2,0,equal protection,2,1,5,2000
Arnold v. United States DOI,"Wiener, Jacques L., Jr.",2,1,0,1,56,0,0,0,0,4,1,employment,5,1,5,2000
Vance v. Union Planters Corp.,"Davis, W. Eugene",NA,NA,1,1,47,NA,0,0,0,NA,1,employment,NA,1,5,2000
Ahrens v. Perot Sys. Corp.,"Jones, Edith H.",0,0,0,1,36,0,1,0,0,3,1,employment,7,1,5,2000
Munoz v. Orr,"Jolly, E. Grady",NA,NA,0,1,45,NA,0,0,0,NA,0,employment,NA,1,5,2000
Rutherford v. Harris County,"Garza, Emilio M.",0,0,1,1,44,1,0,0,1,0,1,employment,4,3,5,1999
Sreeram v. Louisiana State Univ. Med. Center-Shreveport,"Garza, Reynaldo",2,1,0,0,64,1,0,0,1,4,1,employment,4,3,5,1999
Scales v. Slater,"Politz, Henry A.",NA,NA,0,0,47,1,0,0,0,11,1,employment,4,1,5,1999
Combs v. Central Tex. Annual Conf. of the United Methodist Church,"Davis, W. Eugene",NA,NA,0,1,47,NA,0,0,0,NA,1,pregnancy,NA,1,5,1999
Shepherd v. Comptroller of Pub. Accounts,"Jones, Edith H.",0,0,0,1,36,0,1,0,0,3,1,employment,7,1,5,1999
Bauer v. Albemarle Corp.,"Higginbotham, Patrick E.",2,1,0,1,44,0,0,0,0,2,1,employment,10,1,5,1999
Indest v. Freeman Decorating,"Jones, Edith H.",0,0,0,1,36,0,1,0,0,3,1,employment,7,1,5,1999
Krystek v. University of S. Mississippi,"Jolly, E. Grady",NA,NA,0,1,45,NA,0,0,0,NA,1,employment,NA,1,5,1999
Baltazor v. Holmes,"Garza, Reynaldo",2,1,0,0,64,1,0,0,1,4,1,employment,4,3,5,1998
Butler v. Ysleta Indep. Sch. Dist.,"King, Carolyn Dineen",0,0,0,0,NA,NA,1,NA,NA,3,1,employment,NA,NA,5,1998
Benningfield v. City of Houston,"Politz, Henry A.",NA,NA,0,0,47,1,0,0,0,11,1,employment,4,1,5,1998
Halicki v. Louisiana Casino Cruises,"Jolly, E. Grady",NA,NA,0,1,45,NA,0,0,0,NA,1,employment,NA,1,5,1998
Dallas Fire Fighters Ass'n v. City of Dallas,"Politz, Henry A.",NA,NA,1,0,47,1,0,0,0,11,0,employment,4,1,5,1998
Ussery v. Louisiana ex rel. Louisiana Dep't of Health & Hosps.,"Duhe, John M.",2,1,1,1,55,1,0,0,0,4,1,employment,4,1,5,1998
Douglas v. DynMcDermott Petroleum Operations Co.,"Jolly, E. Grady",NA,NA,0,1,45,NA,0,0,0,NA,1,employment,NA,1,5,1998
Urbano v. Continental Airlines,"Reavley, Thomas M.",2,1,0,0,58,0,0,0,0,4,1,pregnancy,10,1,5,1998
Nichols v. Grocer,"Wisdom, John",2,1,0,1,52,0,0,0,0,3,1,employment,2,1,5,1998
Migis v. Pearle Vision,"Reavley, Thomas M.",2,1,1,0,58,0,0,0,0,4,1,pregnancy,10,1,5,1998
Sloan v. Sharp,"Duhe, John M.",2,1,0,1,55,1,0,0,0,4,1,employment,4,1,5,1998
Messer v. Meno,"Garza, Reynaldo",2,1,1,0,64,1,0,0,1,4,1,employment,4,3,5,1997
Travis v. Board of Regents of the Univ. of Tex. Sys.,"Politz, Henry A.",NA,NA,0,0,47,1,0,0,0,11,1,employment,4,1,5,1997
Walton v. Bisco Indus.,"Smith, Jerry",1,1,0,1,41,0,0,0,0,2,1,employment,10,1,5,1997
Matta v. May,"Davis, W. Eugene",NA,NA,1,1,47,NA,0,0,0,NA,0,employment,NA,1,5,1997
Barnes v. Levitt,"Davis, W. Eugene",NA,NA,0,1,47,NA,0,0,0,NA,1,employment,NA,1,5,1997
Lowrey v. Texas A & M Univ. Sys.,"Politz, Henry A.",NA,NA,1,0,47,1,0,0,0,11,1,employment,4,1,5,1997
Southard v. Texas Bd. of Crim. Justice,"King, Carolyn Dineen",0,0,0,0,NA,NA,1,NA,NA,3,1,employment,NA,NA,5,1997
Rosa H. v. San Elizario Indep. Sch. Dist.,"King, Carolyn Dineen",0,0,0,0,NA,NA,1,NA,NA,3,1,Title IX,NA,NA,5,1997
Mattern v. Eastman Kodak Co.,"Garwood, William L.",1,1,0,1,50,0,0,0,0,2,1,employment,2,1,5,1997
Ward v. Bechtel Corp.,"Higginbotham, Patrick E.",2,1,0,1,44,0,0,0,0,2,1,employment,10,1,5,1997
Canutillo Indep. Sch. Dist. v. Leija,"Garwood, William L.",1,1,0,1,50,0,0,0,0,2,1,sex harassment,2,1,5,1996
Garcia v. Woman's Hosp.,"Garza, Reynaldo",2,1,1,0,64,1,0,0,1,4,1,pregnancy,4,3,5,1996
Hirras v. National R.R. Passenger Corp.,"Higginbotham, Patrick E.",2,1,0,1,44,0,0,0,0,2,1,employment,10,1,5,1996
Long v. Eastfield College,"Garwood, William L.",1,1,1,1,50,0,0,0,0,2,1,employment,2,1,5,1996
Oliver v. Scott,"Baldock, Bobby R.",0,0,0,1,49,0,0,0,0,2,0,equal protection,3,1,5,2002
Siler-Khodr v. Univ. of Tex. Health Sci. Ctr. San Antonio,"Politz, Henry A.",NA,NA,1,0,47,1,0,0,0,11,1,employment,4,1,5,2001
Horaist v. Doctor's Hosp. of Opelousas,"Garza, Reynaldo",2,1,1,0,64,1,0,0,1,4,1,employment,4,3,5,2001
Piotrowski v. City of Houston,"Jones, Edith H.",0,0,0,1,36,0,1,0,0,3,1,equal protection,7,1,5,2001
Shipp v. McMahon,"Politz, Henry A.",NA,NA,1,0,47,1,0,0,0,11,1,equal protection,4,1,5,2000
Kazmier v. Widmann,"Garwood, William L.",1,1,0,1,50,0,0,0,0,2,0,equal protection,2,1,5,2000
Tuan Anh Nguyen v. INS,"Politz, Henry A.",NA,NA,0,0,47,1,0,0,0,11,0,immigration,4,1,5,2000
Pierce v. Smith,"Garwood, William L.",1,1,0,1,50,0,0,0,0,2,1,equal protection,2,1,5,1997
Southard v. Texas Bd. of Crim. Justice,"King, Carolyn Dineen",0,0,0,0,NA,NA,1,NA,NA,3,1,equal protection,NA,NA,5,1997
Causeway Medical Suite v. Ieyoub,"Politz, Henry A.",NA,NA,1,0,47,1,0,0,0,11,1,abortion,4,1,5,1997
Wallace v. Methodist Hosp. Sys.,"Garza, Emilio M.",0,0,0,1,44,1,0,0,1,0,1,pregnancy,4,3,5,2001
Garcia v. Woman's Hosp.,"King, Carolyn Dineen",0,0,0,0,NA,NA,1,NA,NA,3,1,pregnancy,NA,NA,5,1998
Urbano v. Continental Airlines,"Reavley, Thomas M.",2,1,0,0,58,0,0,0,0,4,1,pregnancy,10,1,5,1998
Garcia v. Woman's Hosp.,"Garza, Reynaldo",2,1,1,0,64,1,0,0,1,4,1,pregnancy,4,3,5,1996
Watts v. Fed. Express Corp.,"Batchelder, Alice M.",1,1,0,1,47,0,1,0,0,2,1,employment,2,1,6,2002
Clark v. Harber,"Norris, Alan E.",1,1,0,1,51,0,0,0,0,2,1,employment,10,1,6,2002
Williams v. Mich.,"Ryan, James L.",2,1,0,1,53,1,0,0,0,4,1,employment,4,1,6,2002
Dotson v. Norfolk S. Ry. Co.,"Keith, Damon J.",3,1,0,0,55,0,0,1,0,3,1,employment,3,2,6,2002
White v. Burlington Northern & Santa Fe Ry. Co.,James S. Gwin,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,6,2002
Hardy v. Eastman Chem. Co.,"Keith, Damon J.",3,1,0,0,55,0,0,1,0,3,1,employment,3,2,6,2002
Goshorn v. Ohio DOT,"Batchelder, Alice M.",1,1,0,1,47,0,1,0,0,2,1,employment,2,1,6,2002
White v. Warren Corr. Inst.,"Martin, Boyce F., Jr.",2,1,0,0,44,0,0,0,0,4,0,employment,2,1,6,2002
Howard v. Ups,"Siler, Eugene E., Jr.",0,0,0,1,55,0,0,0,0,2,1,employment,3,1,6,2002
Hill v. Potter,"Martin, Boyce F., Jr.",2,1,0,0,44,0,0,0,0,4,0,employment,2,1,6,2002
McFarland v. Henderson,"Daughtrey, Martha Craig",1,1,1,0,NA,0,1,0,0,1,1,employment,2,1,6,2002
Cox v. Shelby State Cmty. College,"Boggs, Danny J.",2,1,1,1,42,0,0,0,0,3,0,employment,5,1,6,2002
Conti v. Universal Enters.,"Merritt, Gilbert S.",1,1,0,0,41,0,0,0,0,3,1,employment,2,1,6,2002
Marcum v. McWhorter,"Martin, Boyce F., Jr.",2,1,0,0,44,0,0,0,0,4,0,employment,2,1,6,2002
Norris v. Diakin Drivetrain Components,"Guy, Ralph B., Jr.",NA,NA,0,1,56,0,0,0,0,NA,0,employment,10,1,6,2002
Bryant v. Martinez,"Boggs, Danny J.",2,1,0,1,42,0,0,0,0,3,1,employment,5,1,6,2002
Johnson v. Univ. Hosp. of Cleveland,"Suhrheinrich, Richard F.",NA,NA,0,1,54,1,0,0,0,3,1,employment,4,1,6,2002
Cook v. Caldera,"Siler, Eugene E., Jr.",0,0,0,1,55,0,0,0,0,2,0,employment,3,1,6,2002
Baker v. Ohio,"Nelson, David A.",1,1,0,1,53,0,0,0,0,3,1,employment,9,1,6,2002
Mayers v. Tenn. Bd. of Regents,"Kennedy, Cornelia Groefsema",0,0,0,0,56,1,1,0,0,1,1,employment,4,1,6,2002
Franklin v. United States Postal Serv.,"Siler, Eugene E., Jr.",0,0,0,1,55,0,0,0,0,2,0,employment,3,1,6,2002
Walker v. Nat'l Revenue Corp.,"Batchelder, Alice M.",1,1,0,1,47,0,1,0,0,2,0,employment,2,1,6,2002
Andrews v. Office of the Pub. Defender,"Siler, Eugene E., Jr.",0,0,0,1,55,0,0,0,0,2,0,employment,3,1,6,2002
"Policastro v. Northwest Airlines, Inc.","Suhrheinrich, Richard F.",NA,NA,0,1,54,1,0,0,0,3,1,employment,4,1,6,2002
Clark v. Alcan Aluminum Corp.,"Clay, Eric",0,0,0,0,44,0,0,1,0,0,1,employment,99,2,6,2002
Prebilich-Holland v. Gaylord Entm't Co.,"Siler, Eugene E., Jr.",0,0,0,1,55,0,0,0,0,2,1,pregnancy,3,1,6,2002
Winters v. MTL Sys.,"Krupansky, Robert B.",NA,NA,0,1,61,1,0,0,0,NA,1,employment,4,1,6,2002
Farmer v. Cleveland Pub. Power,"Cole, Ransey",1,1,0,0,NA,NA,0,NA,NA,3,1,employment,NA,NA,6,2002
Hickman v. City of Dayton,"Martin, Boyce F., Jr.",2,1,0,0,44,0,0,0,0,4,0,employment,2,1,6,2002
Ray v. Libbey Glass,"Norris, Alan E.",1,1,0,1,51,0,0,0,0,2,0,employment,10,1,6,2002
McQueen v. Equinox Int'l Corp.,"Martin, Boyce F., Jr.",2,1,0,0,44,0,0,0,0,4,0,employment,2,1,6,2002
Gragg v. Ky. Cabinet for Workforce Dev.,"Norris, Alan E.",1,1,0,1,51,0,0,0,0,2,0,employment,10,1,6,2002
Sharma v. City of Detroit,"Martin, Boyce F., Jr.",2,1,0,0,44,0,0,0,0,4,0,employment,2,1,6,2002
Stone v. Bd. of Dirs. of the TVA,"Guy, Ralph B., Jr.",NA,NA,0,1,56,0,0,0,0,NA,1,employment,10,1,6,2002
Davis v. Rawson,"Daughtrey, Martha Craig",1,1,1,0,NA,0,1,0,0,1,0,employment,2,1,6,2002
Haddad v. Mich. Nat'l Corp.,"Suhrheinrich, Richard F.",NA,NA,0,1,54,1,0,0,0,3,1,employment,4,1,6,2002
Smith v. County of Hamilton,"Ryan, James L.",2,1,0,1,53,1,0,0,0,4,1,employment,4,1,6,2002
Jackson v. Crosset Co.,"Batchelder, Alice M.",1,1,0,1,47,0,1,0,0,2,0,employment,2,1,6,2002
"McDaniel v. Wal-Mart Stores, Inc.","Kennedy, Cornelia Groefsema",0,0,0,0,56,1,1,0,0,1,0,employment,4,1,6,2002
"Kupiec v. St. John Hosp. & Med. Ctr., Inc.","Jones, Nathaniel R.",2,1,0,0,53,0,0,1,0,5,1,employment,3,2,6,2002
Dixon v. Federal Express Corp.,"Jones, Nathaniel R.",2,1,1,0,53,0,0,1,0,5,1,employment,3,2,6,2002
Reese v. Mich. Family Independence Agency,"Martin, Boyce F., Jr.",2,1,0,0,44,0,0,0,0,4,0,employment,2,1,6,2002
Weaver v. Tenn. Army Nat'l Guard,"Moore, Karen",1,1,0,0,47,0,1,0,0,3,0,employment,1,1,6,2002
Taylor v. Union Inst.,"Ryan, James L.",2,1,0,1,53,1,0,0,0,4,1,employment,4,1,6,2002
Carberry v. Monarch Marking Sys.,"Jones, Nathaniel R.",2,1,1,0,53,0,0,1,0,5,0,employment,3,2,6,2002
Idusuyi v. Tenn. Dep't of Children's Servs.,"Kennedy, Cornelia Groefsema",0,0,0,0,56,1,1,0,0,1,1,employment,4,1,6,2002
Woodruff v. Ohman,"Siler, Eugene E., Jr.",0,0,1,1,55,0,0,0,0,2,1,employment,3,1,6,2002
Simoudis v. Ford Motor Co.,"Merritt, Gilbert S.",1,1,0,0,41,0,0,0,0,3,0,employment,2,1,6,2002
Douglas v. Caldera,"Ryan, James L.",2,1,0,1,53,1,0,0,0,4,1,employment,4,1,6,2002
Schoneboom v. Michigan,"Jones, Nathaniel R.",2,1,0,0,53,0,0,1,0,5,0,employment,3,2,6,2002
"Dorsey v. Wal-Mart Stores, Inc.","Kennedy, Cornelia Groefsema",0,0,0,0,56,1,1,0,0,1,0,employment,4,1,6,2002
Neely v. Miller Brewing Co.,"Merritt, Gilbert S.",1,1,1,0,41,0,0,0,0,3,1,employment,2,1,6,2002
Diamond v. United States Postal Serv.,"Boggs, Danny J.",2,1,0,1,42,0,0,0,0,3,0,employment,5,1,6,2002
Arceneaux v. Vanderbilt Univ.,"Batchelder, Alice M.",1,1,0,1,47,0,1,0,0,2,0,employment,2,1,6,2001
"Franulic v. Bozell Worldwide, Inc.","Jones, Nathaniel R.",2,1,0,0,53,0,0,1,0,5,0,employment,3,2,6,2001
Anderson v. Ohio State Univ.,"Merritt, Gilbert S.",1,1,0,0,41,0,0,0,0,3,0,employment,2,1,6,2001
Selim v. Mich. Jobs Comm'n,"Merritt, Gilbert S.",1,1,0,0,41,0,0,0,0,3,1,employment,2,1,6,2001
Morrow v. Am. Bag Corp.,"Daughtrey, Martha Craig",1,1,0,0,NA,0,1,0,0,1,1,employment,2,1,6,2001
Borland v. United States,"Jones, Nathaniel R.",2,1,0,0,53,0,0,1,0,5,0,employment,3,2,6,2001
McKinley v. Ford Motor Co.,"Boggs, Danny J.",2,1,0,1,42,0,0,0,0,3,0,employment,5,1,6,2001
Vaughn v. Lawrenceburg Power Sys.,"Boggs, Danny J.",2,1,1,1,42,0,0,0,0,3,3,employment,5,1,6,2001
Campbell v. Hamilton County,"Martin, Boyce F., Jr.",2,1,0,0,44,0,0,0,0,4,0,employment,2,1,6,2001
"Wellons v. Northwest Airlines, Inc.","Norris, Alan E.",1,1,0,1,51,0,0,0,0,2,1,employment,10,1,6,2001
Warren v. Ohio Dep't of Pub. Safety,"Guy, Ralph B., Jr.",NA,NA,0,1,56,0,0,0,0,NA,1,employment,10,1,6,2001
Noaks v. Ohio Lottery Comm'n,"Nelson, David A.",1,1,0,1,53,0,0,0,0,3,1,employment,9,1,6,2001
"EEOC v. Harbert-Yeargin, Inc.","Gilman, Ronald",2,1,1,0,NA,NA,0,NA,NA,2,NA,employment,NA,NA,6,2001
Spurlock v. Postmaster Gen.,"Daughtrey, Martha Craig",1,1,1,0,NA,0,1,0,0,1,NA,employment,2,1,6,2001
Gray v. Toshiba Am. Consumer Prods.,"Krupansky, Robert B.",NA,NA,0,1,61,1,0,0,0,NA,1,employment,4,1,6,2001
Wright v. GMC,"Ryan, James L.",2,1,1,1,53,1,0,0,0,4,1,employment,4,1,6,2001
"Cleveland Branch, NAACP v. City of Parma","Moore, Karen",1,1,1,0,47,0,1,0,0,3,NA,employment,1,1,6,2001
Klemencic v. Ohio State Univ.,"Keith, Damon J.",3,1,0,0,55,0,0,1,0,3,1,employment,3,2,6,2001
Burzynski v. Cohen,"Jones, Nathaniel R.",2,1,0,0,53,0,0,1,0,5,0,employment,3,2,6,2001
"EEOC v. Roadway Express, Inc.","Jones, Nathaniel R.",2,1,1,0,53,0,0,1,0,5,NA,employment,3,2,6,2001
